,Unnamed: 0,Unnamed: 0.1,SAR EU,4G bands,Loudspeaker,Models,3G bands,2G bands,5G bands,Features,Announced,Size,OS,Single,Resolution,3.5mm jack,SAR,GPS,USB,CPU,Colors,Build,Radio,Technology,name,Card slot,Bluetooth,NFC,Status,Dimensions,Chipset,Triple,Speed,Type,Weight,Sensors,Video,WLAN,GPU,Internal,SIM,Price,Charging,Unnamed: 1,Quad,Protection,Dual,Display,Performance,Camera,Battery life,Audio quality,EDGE,GPRS,Music play,Stand-by,Talk time,Infrared port,Penta,Five
45,27,27,,,"Yes, with stereo speakers",AGS3-W00D,,,,"HDR, panorama","2020, July 30","10.1 inches, 295.8 cm2 (~77.4% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","2 MP, f/2.4","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Yes,,Yes,"USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Gold, Dark Blue",,No,No cellular connectivity,Huawei Enjoy Tablet 2,microSDXC,"5.1, A2DP, LE",No,"Available. Released 2020, August 16",240.2 x 159 x 7.9 mm (9.46 x 6.26 x 0.31 in),Kirin 710A (14 nm),,No,"Li-Po 5100 mAh, non-removable",450 g (0.99 lb),"Accelerometer, proximity",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G51 MP4,"64GB 4GB RAM, 128GB 4GB RAM",No,About 200 EUR,Charging 10W,Tuned by Harman Kardon,,,,,,,,,No,No,,,,,,
46,0,0,,"1, 3, 7, 8, 38, 40 - Europe, Central Asia",Yes,NIK-AL00,HSDPA 2100,GSM 900 / 1800,,,"2020, July 30",1.41 inches,Proprietary OS,"5 MP, f/2.2, (wide)",320 x 360 pixels (~342 ppi density),No,,"Yes, with dual-band A-GPS, GLONASS, GALILEO, QZSS, GNSS",No,,"Blue, Pink, White",,No,GSM / HSPA / LTE,Huawei Children's Watch 4X,No,Yes,Yes,"Available. Released 2020, August 20",53 x 45.7 x 14.7 mm (2.09 x 1.80 x 0.58 in),,,"HSPA, LTE","Li-Ion 800 mAh, non-removable",67.7 g (2.40 oz),"Accelerometer, gyro",,Yes,,16GB 1GB RAM,Nano-SIM,About 170 EUR,"Wireless fast charging, 50% in 20 min (advertised)",eMMC 4.5,,,,,,,,,,,,,,,,
47,1,1,,LTE (unspecified),Yes,DVC-AN20,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 38, 41, 77, 78, 79 SA/NSA",HDR,"2020, June 19","6.5 inches, 102.0 cm2 (~84.7% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","16 MP, f/2.0","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),"Magic Night Black, Dark Blue, Galaxy Silver",,No,GSM / HSPA / LTE / 5G,Huawei Enjoy 20 Pro,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.1, A2DP, LE",No,"Available. Released 2020, June 24",160 x 75.3 x 8.4 mm (6.30 x 2.96 x 0.33 in),MediaTek MT6873V Dimensity 800 5G (7 nm),"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, 120˚ (ultrawide)
2 MP, f/2.4, (macro)","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4000 mAh, non-removable",192 g (6.77 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G57MP4,"128GB 6GB RAM, 128GB 8GB RAM","Dual SIM (Nano-SIM, dual stand-by)",About 250 EUR,Fast charging 22.5W,UFS 2.1,,,,,,,,,,,,,,,,
48,2,2,,LTE,Yes,DVC-AN00,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 38, 41, 77, 78, 79 SA/NSA",HDR,"2020, May 24","6.5 inches, 102.0 cm2 (~84.7% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","16 MP, f/2.0","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),"Breathing Crystal, Midnight Black, Dark Blue",,No,GSM / HSPA / LTE / 5G,Huawei Enjoy Z 5G,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.1, A2DP, LE",No,"Available. Released 2020, June 03",160 x 75.3 x 8.4 mm (6.30 x 2.96 x 0.33 in),MediaTek MT6873V Dimensity 800 5G (7 nm),"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, 120˚ (ultrawide)
2 MP, f/2.4, (macro)","HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4000 mAh, non-removable",182 g (6.42 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G57MP4,"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","Dual SIM (Nano-SIM, dual stand-by)",About 220 EUR,Fast charging 22.5W,,,,,,,,,,,,,,,,,
49,3,3,,"1, 2, 3, 4, 5, 7, 8, 26, 20, 28, 38, 40, 41",Yes,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2020, June 09","6.3 inches, 95.8 cm2 (~83.2% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","16 MP, f/2.0","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Breathing Crystal, Midnight Black",,FM radio,GSM / HSPA / LTE,Huawei P Smart S,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.0, A2DP, LE",Yes,"Available. Released 2020, June 09",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),Kirin 710F (12 nm),"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, 120˚ (ultrawide)
2 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE","Li-Po 4000 mAh, non-removable",163 g (5.75 oz),"Fingerprint (under display, optical), accelerometer, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G51 MP4,128GB 4GB RAM,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 260 EUR,Charging 10W,,,,,,,,,,,,,,,,,
50,0,0,,"1, 2, 3, 4, 5, 7, 8, 26, 20, 28, 38, 40, 41",Yes,AQM-LX1,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2020, May 18","6.3 inches, 95.8 cm2 (~83.2% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","16 MP, f/2.0","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Breathing Crystal, Midnight Black",,FM radio,GSM / HSPA / LTE,Huawei Y8p,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.0, A2DP, LE",Yes,"Available. Released 2020, June 15",157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),Kirin 710F (12 nm),"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, 120˚ (ultrawide)
2 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE","Li-Po 4000 mAh, non-removable",163 g (5.75 oz),"Fingerprint (under display, optical), accelerometer, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G51 MP4,"128GB 4GB RAM, 128GB 6GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 240 EUR,Charging 10W,,,,,,,,,,,,,,,,,
51,1,1,,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66",Yes,CDY-NX9A,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 28, 38, 41, 77, 78, 79 SA/NSA",HDR,"2020, May 15","6.5 inches, 102.0 cm2 (~83.8% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","16 MP, f/2.0, (wide)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS","USB Type-C 2.0, USB On-The-Go",Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),"Crush Green, Space Silver, Midnight Black",,No,GSM / HSPA / LTE / 5G,Huawei P40 lite 5G,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.1, A2DP, LE",Yes,"Available. Released 2020, May 28",162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in),Kirin 820 5G (7nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4000 mAh, non-removable",189 g (6.67 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G57 (6-core),128GB 6GB RAM,"Dual SIM (Nano-SIM, dual stand-by)",$ 589.68 / C$ 909.00 / £ 289.99 / € 357.98,"Fast charging 40W, 70% in 30 min (advertised)
Reverse charging 5W",,"64 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.4, 17mm (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
52,2,2,,LTE (unspecified),Yes,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HDR,"2020, May 12","6.47 inches, 102.8 cm2 (~88.6% screen-to-body ratio)","Android 10, EMUI 10.1, Google Play Services","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)",No,,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",USB Type-C 3.1,Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),"Aurora, Black, Silver Frost","Glass front (Aluminosilicate glass), glass back (Aluminosilicate glass), aluminum frame",No,GSM / HSPA / LTE,Huawei P30 Pro New Edition,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.0, A2DP, aptX HD, LE",Yes,"Available. Released 2020, June 01",158 x 73.4 x 8.4 mm (6.22 x 2.89 x 0.33 in),Kirin 980 (7 nm),,"HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","Li-Po 4200 mAh, non-removable",192 g (6.77 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G76 MP10,"128GB 6GB RAM, 256GB 8GB RAM","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","$ 634.99 / C$ 2,355.00 / £ 1,209.00 / € 771.98","Fast charging 40W, 70% in 30 min (advertised)
Fast wireless charging 15W
Reverse wireless charging",32-bit/384kHz audio,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS
8 MP, f/3.4, 125mm (periscope telephoto), 1/4.0"", PDAF, OIS, 5x optical zoom, 10x hybrid zoom
20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF
TOF 3D, (depth)",,,,,,,,,,,,,Yes,,
53,3,3,,"1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41 - Kobe2-L09",Yes,"Kobe2-L09, Kobe2-L03, KOB2-L09, KOB2-W09",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Kobe2-L03,GSM 850 / 900 / 1800 / 1900,,,"2020, May 07","8.0 inches, 185.6 cm2 (~76.7% screen-to-body ratio)","Android 10, EMUI 10, no Google Play Services","2 MP, f/2.4","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.50 GHz Cortex A53),Deepsea Blue,,No,GSM / HSPA / LTE,Huawei MatePad T8,microSDXC,"5.0, A2DP, LE",No,"Available. Released 2020, May 19",199.7 x 121.1 x 8.6 mm (7.86 x 4.77 x 0.34 in),Mediatek MT8768,,"HSPA 42.2/5.76 Mbps, LTE","Li-Po 5100 mAh, non-removable",310 g (10.93 oz),Accelerometer,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",PowerVR GE8320,"16GB 2GB RAM, 32GB 2GB RAM",Nano-SIM,About 100 EUR,,eMMC 5.1,,,,,,,,,,,,,,,,
54,4,4,,"1, 3, 5, 7, 8, 28, 38, 40, 41 - JKM-LX2",Yes,"JKM-LX1, JKM-LX2, JKM-LX3",HSDPA 850 / 900 / 2100 - JKM-LX2,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HDR,"2020, May 6","6.5 inches, 103.7 cm2 (~82.8% screen-to-body ratio)","Android 9.0 (Pie), EMUI 9.1, Google Play Services",,"1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS",microUSB 2.0,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Emerald Green, Midnight Black",,FM radio,GSM / HSPA / LTE,Huawei Y8s,microSDXC,"4.2, A2DP, LE",No,"Available. Released 2020, May 21",162.4 x 77.1 x 8.1 mm (6.39 x 3.04 x 0.32 in),Kirin 710 (12 nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 4000 mAh, non-removable",180 g (6.35 oz),"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Mali-G51 MP4,"64GB 4GB RAM, 128GB 4GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 140 EUR,Charging 10W,"1, 3, 5, 7, 8, 20 - JKM-LX1",,,"8 MP, f/2.0, (wide)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,
55,5,5,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41",Yes,"MED-LX9, MED-LX9N",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HDR,"2020, May 05","6.3 inches, 95.8 cm2 (~81.3% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","8 MP, f/2.0, (wide)","720 x 1600 pixels, 20:9 ratio (~278 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"Phantom Purple, Emerald Green, Midnight Black","Glass front, plastic back, plastic frame",FM radio; built-in antenna,GSM / HSPA / LTE,Huawei Y6p,microSDXC (dedicated slot),"5.0, A2DP, LE","Yes (market/region dependent)
MED-LX9N (Yes); MED-LX9 (No)","Available. Released 2020, May 06",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),Mediatek MT6762R Helio P22 (12 nm),"13 MP, f/1.8, (wide), PDAF
5 MP, f/2.2, 120˚ (ultrawide)
2 MP, f/2.4, (depth)","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","Li-Po 5000 mAh, non-removable",185 g (6.53 oz),"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",PowerVR GE8320,"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",$ 349.00 / C$ 268.50 / £ 120.10 / € 134.19,"Charging 10W
Reverse charging",eMMC 5.1,,,,,,,,,,,,,,,,
56,6,6,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",Yes,DRA-LX9,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,"LED flash, HDR, panorama","2020, May 05","5.45 inches, 76.7 cm2 (~73.8% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","5 MP, f/2.2","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS",microUSB 2.0,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"Mint Green, Midnight Black, Phantom Blue",,FM radio,GSM / HSPA / LTE,Huawei Y5p,microSDXC (dedicated slot),"5.0, A2DP, LE",No,"Available. Released 2020, May 06",146.5 x 70.9 x 8.4 mm (5.77 x 2.79 x 0.33 in),Mediatek MT6762R Helio P22 (12 nm),,"HSPA 42.2/5.76 Mbps, LTE","Li-Po 3020 mAh, non-removable",144 g (5.08 oz),"Accelerometer, proximity",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",PowerVR GE8320,32GB 2GB RAM,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",$ 335.00 / C$ 189.99 / £ 102.39 / € 103.00,,eMMC 5.1,,,,,,,,,,,,,,,,
57,7,7,0.83 W/kg (head),"1, 3, 7, 8, 20",Yes,,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HDR,"2020, April 29","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)","Android 9.0 (Pie), EMUI 9.1, Google Play Services","8 MP, f/2.0","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"Midnight Black, Aurora Blue, Green","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Huawei P smart 2020,microSDXC (uses shared SIM slot),"4.2, A2DP, LE",Yes,"Available. Released 2020, May 8",155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in),Kirin 710 (12 nm),,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Li-Ion 3400 mAh, non-removable",160 g (5.64 oz),"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G51 MP4,128GB 4GB RAM,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",$ 318.00 / C$ 845.00 / £ 144.99 / € 199.00,Charging 10W,UFS 2.1,,,"13 MP, f/1.8, PDAF
2 MP, (depth)",,,,,,,,,,,,,
58,8,8,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 26, 34, 38, 39, 40, 41",Yes,JER-AN10,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 41, 77, 78, 79 SA/NSA",HDR,"2020, April 23","6.57 inches, 106.0 cm2 (~89.6% screen-to-body ratio)","Android 10, EMUI 10, no Google Play Services",,"1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)",No,,"Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","USB Type-C 2.0, USB On-The-Go",Octa-core (1x2.58 GHz Cortex-A76 & 3x2.40 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),"Black, Red, Purple, Green, Blue",,No,GSM / CDMA / HSPA / LTE / 5G,Huawei nova 7 Pro 5G,No,"5.1, A2DP, LE",Yes,"Available. Released 2020, April 28",160.4 x 73.7 x 8 mm (6.31 x 2.90 x 0.31 in),Kirin 985 5G (7 nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4000 mAh, non-removable",178 g (6.28 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",4K,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G77 (8-core),"128GB 8GB RAM, 256GB 8GB RAM","Dual SIM (Nano-SIM, dual stand-by)",About 480 EUR,"Fast charging 40W, 75% in 30 min (advertised)
Reverse charging 5W",UFS 3.0,"64 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/3.4, 125mm (periscope telephoto), PDAF, OIS, 5x optical zoom
8 MP, f/2.4, 17mm (ultrawide)
2 MP, f/2.4, (macro)",,"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm, PDAF
8 MP, f/2.2, 17mm (ultrawide)",,,,,,,,,,,,,
59,9,9,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 20, 26, 28, 38, 40, 41, 66 - International",Yes,"JEF-AN00, JEF-NX9, JEF-AN20",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - International",HDR,"2020, April 23","6.53 inches, 102.9 cm2 (~86.3% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","1080 x 2400 pixels, 20:9 ratio (~403 ppi density)",No,,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","USB Type-C 2.0, USB On-The-Go",Octa-core (1x2.58 GHz Cortex-A76 & 3x2.40 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),"Black, Space Silver, Midsummer Purple, Red, Green",,No,GSM / CDMA / HSPA / LTE / 5G,Huawei nova 7 5G,No,"5.1, A2DP, LE",Yes,"Available. Released 2020, April 28",160.6 x 74.3 x 8 mm (6.32 x 2.93 x 0.31 in),Kirin 985 5G (7 nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4000 mAh, non-removable",180 g (6.35 oz),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",4K,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G77 (8-core),"128GB 8GB RAM, 256GB 8GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 390 EUR,"Fast charging 40W, 75% in 30 min (advertised)
Reverse charging 5W",UFS 3.0,"64 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.4, 80mm (telephoto), PDAF, 3x optical zoom
8 MP, f/2.4, 17mm (ultrawide)
2 MP, f/2.4, (macro)",,,,,,,,,,,,,,,
60,10,10,,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66 - International",Yes,"CDY-AN00, CDY-NX9B",HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"1, 3, 28, 38, 41, 77, 78, 79 SA/NSA - International",HDR,"2020, April 23. Released 2020, April 28","6.5 inches, 102.0 cm2 (~83.8% screen-to-body ratio)","Android 10, EMUI 10.1, no Google Play Services","16 MP, f/2.0, (wide)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","USB Type-C 2.0, USB On-The-Go",Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),"Black, Space Silver, Midsummer Purple, Crush Green",,No,GSM / CDMA / HSPA / LTE / 5G,Huawei nova 7 SE,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","5.1, A2DP, LE",No,Discontinued,162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in),Kirin 820 5G (7nm),,"HSPA 42.2/5.76 Mbps, LTE-A, 5G","Li-Po 4000 mAh, non-removable",189 g (6.67 oz),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G57 (6-core),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","Dual SIM (Nano-SIM, dual stand-by)",About 320 EUR,"Fast charging 40W, 70% in 30 min (advertised)
Reverse charging 5W","1, 3, 41, 78, 79 SA/NSA - China","64 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.4, 17mm (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,
61,11,11,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","Yes, with stereo speakers","BAH3-W09, BAH3-AL00, BAH3-L09",HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,HDR,"2020, April 23","10.4 inches, 307.9 cm2 (~81.0% screen-to-body ratio)","Android 10, EMUI 10, no Google Play Services",8 MP,"1200 x 2000 pixels, 5:3 ratio (~224 ppi density)",No,,"Yes, with A-GPS, BDS (LTE model only)",USB Type-C 2.0,Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),"White, Gray","Glass front, aluminum back, aluminum frame",No,GSM / HSPA / LTE,Huawei MatePad 10.4,microSDXC,"5.1, A2DP, LE",No,"Available. Released 2020, April 28",245.2 x 155 x 7.4 mm (9.65 x 6.10 x 0.29 in),Kirin 810 (7 nm),,"HSPA 42.2/5.76 Mbps, LTE-A","Li-Po 7250 mAh, non-removable",450 g (0.99 lb),"Accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-G52 MP6,"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Nano-SIM,About 250 EUR,Fast charging 18W,Tuned by Harman Kardon,,,,,,,,,,,,,,,,
62,12,12,,,No,HCT-B19,,,,,"2020, March 26",1.39 inches,Proprietary OS,,454 x 454 pixels (~326 ppi density),No,,"Yes, with GLONASS",No,,"Graphite Black, Lava Red, Mint Green, Icy White","Glass front, plastic/metal back, stainless steel frame",No,No cellular connectivity,Huawei Watch GT 2e,No,"5.1, LE, EDR",No,"Available. Released 2020, April 20",53 x 46.8 x 10.8 mm (2.09 x 1.84 x 0.43 in),,,No,"Li-Ion 455 mAh, non-removable",43 g (1.52 oz),"Accelerometer, gyro, heart rate, barometer, compass, SpO2",,No,,4GB 16MB RAM,No,About 100 EUR,,No,,,,,,,,,No,No,,,,,,
